CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
2,2,854,Wahlern,4051,1106,2578,0,162,19,3041,3164,1617,1653,2029,906,2410,664,810,333,603,6205
19,3,4003,Buchs (AG),535,246,73,0,102,28,2997,3178,1329,1928,1887,1031,2675,934,899,321,521,6175
11,2,2500,Trimbach,762,415,170,18,91,8,2962,3211,1437,1711,1971,1054,2700,970,848,371,511,6173
21,7,5254,Mendrisio,673,316,55,31,119,33,2847,3299,1012,1727,2069,1338,2794,1082,881,434,397,6146
19,3,4044,Untersiggenthal,827,366,274,0,80,16,3099,3029,1511,1875,2040,702,2422,679,771,393,579,6128
3,6,1062,Malters,2863,701,1849,0,135,25,3136,2991,1836,1833,1691,767,2197,615,602,300,680,6127
19,3,4006,Granichen,1723,980,519,0,135,14,3012,3103,1507,1655,2024,929,2399,596,859,355,589,6115
1,4,113,Durnten,1021,172,619,0,114,10,3060,3022,1529,1690,2010,853,2420,747,774,308,591,6082
5,6,1323,Wollerau,632,88,361,0,94,8,3127,2947,1348,1767,2286,673,2525,732,871,385,537,6074
22,1,5627,Chavannes-pres-Renens,165,14,49,0,38,6,3099,2964,1434,2314,1751,564,2611,932,812,384,483,6063
17,5,3237,Thal,964,125,425,0,129,57,2989,3007,1601,1668,1930,797,2350,707,718,333,592,5996
23,1,6300,Zermatt,24269,1022,89,2227,87,6,2996,2992,1277,2522,1682,507,2441,921,686,364,470,5988
1,4,200,Wangen-Bruttisellen,792,210,370,0,79,7,3039,2939,1544,1857,2100,477,2435,721,820,324,570,5978
22,1,5402,Bex,9660,3112,1214,1474,176,41,2922,3051,1520,1538,1922,993,2403,820,755,335,493,5973
3,6,1063,Meggen,728,172,346,0,147,3,2851,3072,1309,1395,2151,1068,2479,752,895,333,499,5923
21,7,5115,Losone,953,619,83,7,112,19,2900,3007,1194,1828,2068,817,2545,779,804,481,481,5907
2,2,352,Bolligen,1656,723,740,0,112,7,2843,3050,1246,1233,2363,1051,2472,661,982,336,493,5893
11,2,2473,Dornach,577,277,108,0,119,15,2759,3127,1250,1548,2091,997,2619,998,864,336,421,5886
1,4,245,Oberengstringen,216,56,50,0,71,3,2902,2977,1154,1728,1973,1024,2851,1156,975,320,400,5879
11,2,2517,Derendingen,563,151,233,0,95,16,2815,2995,1442,1737,1823,808,2453,818,780,345,510,5810
21,7,5281,Biasca,5913,2660,175,496,111,29,2886,2909,1253,1630,1984,928,2369,727,661,435,546,5795
13,3,2824,Frenkendorf,458,199,127,0,75,18,2833,2870,1264,1714,2001,724,2555,928,815,326,486,5703
2,2,944,Uetendorf,1015,73,745,0,104,26,2881,2821,1409,1512,2012,769,2280,609,815,337,519,5702
23,1,6152,Collombey-Muraz,2984,1155,864,315,123,89,2882,2813,1642,1799,1779,475,2117,522,605,369,621,5695
18,5,3787,St.Moritz,2868,557,140,670,122,10,2861,2728,925,2015,2008,641,2181,908,685,291,297,5589
23,1,6133,Fully,3776,1046,791,364,87,10,2762,2825,1659,1596,1562,770,2093,610,542,324,617,5587
10,2,2275,Murten,1205,322,647,0,91,10,2661,2917,1290,1670,1744,874,2394,801,821,293,479,5578
11,2,2422,Balsthal,1570,873,396,69,109,37,2776,2798,1377,1569,1707,921,2232,677,715,314,526,5574
21,7,5196,Massagno,73,1,0,0,56,0,2552,3006,993,1682,1834,1049,2685,1127,790,399,369,5558
8,5,1609,Glarus,6925,2171,468,1124,92,13,2614,2942,1219,1610,1717,1010,2494,988,775,294,437,5556
1,4,97,Rumlang,1240,284,641,0,91,49,2770,2782,1159,1752,1841,800,2544,957,862,312,413,5552
15,5,3024,Teufen (AR),1525,456,848,0,131,2,2685,2850,1243,1373,1848,1071,2354,810,801,276,467,5535
2,2,928,Heimberg,541,184,171,0,69,22,2707,2822,1380,1602,1841,706,2280,691,781,288,520,5529
17,5,3407,Oberuzwil,1411,366,844,0,115,11,2765,2756,1553,1435,1733,800,2082,568,667,275,572,5521
3,6,1093,Neuenkirch,2548,499,1812,0,98,12,2754,2763,1675,1705,1601,536,1949,458,590,261,640,5517
19,3,4139,Menziken,639,152,316,0,92,19,2690,2821,1429,1601,1647,834,2111,585,687,331,508,5511
13,3,2767,Bottmingen,299,57,84,0,102,5,2669,2839,1098,1366,2122,922,2388,741,919,304,424,5508
1,4,152,Herrliberg,898,217,506,0,117,1,2676,2823,1176,1336,2105,882,2391,777,874,312,428,5499
13,3,2846,Gelterkinden,979,471,343,0,98,19,2704,2772,1384,1394,1849,849,2208,653,760,291,504,5476
1,4,242,Birmensdorf (ZH),1141,436,467,0,115,10,2757,2694,1037,1645,2042,727,2465,850,924,319,372,5451
16,5,3101,Appenzell,1686,371,1079,44,106,14,2720,2727,1451,1509,1574,913,2107,693,611,259,544,5447
1,4,112,Bubikon,1159,153,723,0,102,20,2687,2737,1358,1431,1963,672,2070,531,732,281,526,5424
20,5,4471,Bischofszell,1162,285,640,0,96,25,2701,2720,1461,1504,1593,863,2198,718,656,283,541,5421
24,2,6412,Peseux,343,241,10,0,66,6,2551,2836,1179,1653,1581,974,2528,1050,764,304,410,5387
17,5,3339,Uznach,755,184,358,0,75,28,2661,2708,1504,1480,1612,773,1992,532,597,305,558,5369
23,1,6024,Nendaz,8600,2681,739,1628,250,8,2663,2687,1321,1454,1731,844,2035,566,616,340,513,5350
23,1,6265,Saviese,7093,1078,663,909,183,1,2604,2737,1219,1519,1812,791,1878,458,624,334,462,5341
19,3,4063,Bremgarten (AG),804,449,81,0,82,40,2620,2718,1194,1652,1787,705,2383,949,749,304,381,5338
2,2,979,Herzogenbuchsee,686,239,240,0,106,28,2563,2775,1174,1405,1779,980,2299,807,816,253,423,5338
13,3,2861,Sissach,887,420,263,0,103,25,2608,2717,1177,1507,1816,825,2332,829,766,306,431,5325
24,2,6404,Boudry,1677,1063,405,0,93,17,2587,2724,1273,1579,1772,687,2156,711,682,303,460,5311
2,2,957,Sumiswald,5937,2781,2208,620,153,21,2690,2617,1392,1382,1563,970,2044,607,637,275,525,5307
2,2,551,Urtenen,718,222,339,0,75,8,2549,2746,1192,1752,1759,592,2262,716,827,293,426,5295
17,5,3236,St.Margrethen,686,216,194,0,98,54,2617,2668,1336,1483,1690,776,2196,754,658,282,502,5285
2,2,412,Kirchberg (BE),902,298,430,0,89,14,2570,2674,1289,1361,1891,703,2175,597,797,299,482,5244
1,4,194,Greifensee,233,28,87,0,68,2,2587,2655,1328,1552,1855,507,2162,604,760,331,467,5242
1,4,159,Uetikon am See,345,59,165,0,83,8,2438,2772,1155,1426,1751,878,2071,628,736,281,426,5210
2,2,593,Unterseen,1403,837,263,0,71,8,2415,2786,1078,1423,1675,1025,2373,949,801,279,344,5201
22,1,5587,Le Mont-sur-Lausanne,981,189,518,0,142,38,2535,2647,1312,1286,1859,725,1963,487,626,338,512,5182
22,1,5757,Orbe,1202,37,917,0,96,25,2642,2497,1238,1591,1582,728,2073,687,658,286,442,5139
1,4,92,Oberglatt,828,88,422,0,66,5,2579,2541,1227,1849,1676,368,2274,879,678,272,445,5120
2,2,581,Interlaken,430,94,115,0,90,22,2390,2729,988,1627,1604,900,2418,1041,774,298,305,5119
6,6,1404,Kerns,9258,2669,1448,2881,108,12,2533,2568,1372,1570,1456,703,1906,566,549,262,529,5101
17,5,3332,Eschenbach (SG),1327,289,824,0,91,23,2626,2457,1503,1458,1533,589,1821,449,530,247,595,5083
19,3,4080,Villmergen,1023,367,425,0,96,58,2562,2517,1256,1566,1605,652,2005,558,616,336,495,5079
17,5,3234,Diepoldsau,1120,46,750,0,119,26,2535,2499,1437,1547,1481,569,1844,435,532,323,554,5034
11,2,2542,Bellach,527,77,266,0,80,27,2512,2515,1212,1347,1725,743,2092,611,729,294,458,5027
19,3,4008,Kuttigen,1193,601,429,0,107,4,2468,2557,1139,1374,1756,756,2121,676,751,281,413,5025
3,6,1051,Adligenswil,699,170,381,0,83,8,2502,2508,1550,1251,1873,336,1783,358,533,275,617,5010
17,5,3352,Ebnat-Kappel,4358,1874,1508,626,134,13,2406,2601,1340,1216,1535,916,1950,609,623,244,474,5007
21,7,5091,Ascona,497,166,45,0,133,3,2242,2742,853,1154,1834,1143,2472,1073,778,332,289,4984
3,6,1052,Buchrain,481,82,237,0,48,18,2526,2450,1444,1504,1587,441,1893,469,605,264,555,4976
19,3,4027,Fislisbach,506,156,241,0,68,2,2453,2521,1118,1553,1688,615,2086,644,711,298,433,4974
6,6,1401,Alpnach,5376,2907,880,848,88,19,2522,2410,1317,1566,1470,579,1901,552,546,279,524,4932
17,5,3291,Bad Ragaz,2535,886,495,660,100,16,2402,2527,1129,1401,1650,749,2114,765,657,288,404,4929
10,2,2309,Wunnewil-Flamatt,1323,225,855,0,80,13,2415,2501,1321,1492,1547,556,1965,543,648,285,489,4916
4,6,1213,Schattdorf,1631,613,387,159,70,57,2493,2404,1281,1387,1656,573,1832,454,574,292,512,4897
24,2,6406,Colombier (NE),452,92,185,0,101,10,2393,2504,1184,1270,1724,719,2032,639,660,295,438,4897
17,5,3292,Flums,7511,2421,1171,2714,133,19,2480,2402,1431,1336,1409,706,1752,493,470,254,535,4882
1,4,86,Dielsdorf,587,177,216,0,75,22,2460,2422,1224,1531,1635,492,1979,652,621,290,416,4882
1,4,139,Ruschlikon,293,69,61,0,99,4,2287,2571,925,1199,1699,1035,2202,815,806,230,351,4858
13,3,2787,Laufen,1137,602,318,0,83,41,2411,2446,1110,1423,1601,723,2085,701,680,300,404,4857
7,6,1502,Buochs,995,339,476,1,74,8,2472,2384,1298,1427,1517,614,1893,572,578,243,500,4856
2,2,954,Huttwil,1725,375,1133,0,104,24,2362,2463,1147,1254,1463,961,1984,647,656,256,425,4825
19,3,4209,Seon,962,281,503,0,109,17,2428,2387,1221,1426,1515,653,1827,487,603,264,473,4815
2,2,443,Saint-Imier,2089,885,477,522,116,11,2291,2516,1018,1272,1346,1171,2223,916,733,246,328,4807
19,3,4048,Wurenlos,902,306,390,0,92,4,2364,2429,1141,1360,1773,519,1943,493,728,267,455,4793
21,7,5158,Breganzona,227,76,42,0,78,0,2250,2532,1058,1333,1607,784,2079,722,622,348,387,4782
17,5,3296,Sargans,946,333,364,0,83,21,2330,2435,1114,1343,1582,726,1989,654,624,282,429,4765
13,3,2768,Ettingen,635,319,221,0,58,5,2342,2422,1155,1309,1766,534,1996,590,669,297,440,4764
11,2,2583,Schonenwerd,373,169,40,0,78,20,2358,2403,1118,1290,1563,790,1980,632,641,275,432,4761
7,6,1507,Hergiswil (NW),1430,631,275,142,76,3,2416,2338,830,1327,1735,862,2216,858,769,266,323,4754
9,6,1706,Oberageri,2997,1392,1312,51,106,8,2374,2366,1205,1382,1482,671,1664,502,569,213,380,4740
2,2,785,Meiringen,4060,1334,862,941,121,18,2345,2378,1128,1289,1492,814,1968,695,619,269,385,4723
11,2,2543,Bettlach,1221,470,532,48,91,4,2377,2344,1096,1325,1612,688,1989,599,710,277,403,4721
17,5,3276,Wartau,4176,1549,862,1106,133,17,2382,2322,1303,1327,1492,582,1830,530,552,267,481,4704
25,1,6617,Cologny,367,40,70,0,201,0,2198,2499,1140,1062,1701,794,1685,443,521,291,430,4697
22,1,5881,Blonay,1604,715,212,354,202,0,2275,2420,1196,1140,1627,732,1856,527,646,256,427,4695
11,2,2519,Gerlafingen,186,22,22,0,79,32,2303,2391,1095,1348,1390,861,1950,655,619,273,403,4694
1,4,172,Fehraltorf,950,259,535,0,75,9,2339,2348,1222,1452,1654,359,1889,531,641,273,444,4687
13,3,2828,Lausen,556,273,145,0,59,20,2299,2346,1216,1390,1512,527,1822,468,626,278,450,4645
5,6,1341,Altendorf,2040,767,799,277,89,16,2368,2270,1196,1372,1597,473,1756,471,535,264,486,4638
11,2,2573,Dulliken,606,209,240,0,83,25,2312,2303,1205,1198,1525,687,1856,552,594,275,435,4615
2,2,359,Vechigen,2483,748,1539,0,121,1,2286,2328,1019,1118,1625,852,1798,466,703,222,407,4614
1,4,151,Erlenbach (ZH),289,79,76,0,98,3,2213,2396,939,1173,1696,801,2007,714,677,253,363,4609
2,2,612,Konolfingen,1279,243,857,0,102,12,2230,2376,1080,1258,1498,770,1907,587,685,226,409,4606
1,4,231,Zell (ZH),1268,519,557,0,89,12,2264,2331,1077,1201,1520,797,1843,555,653,224,411,4595
1,4,137,Oberrieden,276,117,42,0,66,1,2188,2395,920,1126,1733,804,2096,740,764,241,351,4583
11,2,2586,Wangen bei Olten,696,374,195,0,73,20,2248,2331,996,1280,1465,838,1958,640,689,257,372,4579
20,5,4746,Munchwilen (TG),777,78,520,0,93,20,2272,2281,1264,1380,1313,596,1728,488,512,261,467,4553
1,4,160,Zumikon,544,157,174,0,109,0,2198,2352,903,1043,1738,866,2030,683,734,234,379,4550
1,4,244,Geroldswil,193,45,51,0,58,5,2283,2257,1007,1206,1832,495,1979,607,723,280,369,4540
5,6,1349,Wangen (SZ),845,86,548,0,68,15,2276,2264,1247,1399,1400,494,1724,453,516,276,479,4540
17,5,3298,Walenstadt,4567,1843,721,878,96,23,2179,2353,1216,1270,1395,651,1775,558,519,246,452,4532
11,2,2407,Oensingen,1207,469,497,15,91,33,2289,2228,1093,1461,1418,545,1837,574,604,245,414,4517
1,4,223,Neftenbach,1496,441,825,0,100,19,2245,2259,1287,1288,1509,420,1765,471,577,236,481,4504
2,2,938,Sigriswil,5543,2594,961,1231,142,3,2176,2320,888,1019,1486,1103,1911,684,697,202,328,4496
9,6,1704,Menzingen,2753,778,1719,0,100,3,2085,2410,1108,1363,1270,754,1273,349,384,196,344,4495
17,5,3274,Sennwald,4152,1305,1705,364,149,50,2336,2148,1227,1279,1454,524,1702,500,509,230,463,4484
1,4,64,Nurensdorf,1007,325,490,0,79,5,2277,2198,1006,1221,1743,505,1866,479,733,238,416,4475
2,2,387,Lengnau (BE),737,268,298,3,88,15,2170,2289,939,1103,1578,839,1963,612,751,249,351,4459
10,2,2015,Estavayer-le-Lac,639,38,377,0,104,27,2155,2282,1275,1237,1333,592,1737,626,484,233,394,4437
10,2,2325,Chatel-Saint-Denis,4791,1997,943,1374,127,21,2167,2222,1101,1271,1423,594,1826,638,524,249,415,4389
1,4,157,Oetwil am See,612,75,415,0,59,11,2169,2206,1127,1417,1430,401,1736,575,499,240,422,4375
24,2,6408,Cortaillod,369,42,195,0,72,20,2145,2228,1024,1293,1449,607,1851,599,617,241,394,4373
22,1,5678,Moudon,1568,549,761,0,94,38,2154,2217,1235,1264,1276,596,1720,570,476,265,409,4371
2,2,670,Neuenegg,2187,835,1166,0,109,7,2209,2153,945,1185,1570,662,1847,555,723,229,340,4362
19,3,4062,Berikon,536,169,266,0,70,1,2156,2202,1076,1358,1580,344,1802,493,627,256,426,4358
22,1,5568,Sainte-Croix,3943,1918,872,829,139,11,2146,2187,940,936,1339,1118,1980,836,670,187,287,4333
7,6,1510,Stansstad,912,456,309,0,66,18,2227,2098,846,1315,1595,569,1988,754,677,242,315,4325
6,6,1406,Sachseln,5391,2120,913,1529,77,11,2152,2153,1134,1244,1316,611,1624,448,511,225,440,4305
17,5,3421,Bronschhofen,1319,293,862,0,91,21,2167,2130,1133,1398,1387,379,1680,449,557,232,442,4297
22,1,5872,Le Chenit,9922,6545,868,2061,144,11,2111,2186,993,1054,1340,910,1966,781,657,228,300,4297
22,1,5518,Echallens,666,89,461,0,67,9,2082,2199,1262,1291,1281,447,1634,448,443,278,465,4281
19,3,4285,Strengelbach,601,265,209,0,69,9,2152,2114,1009,1261,1451,545,1711,553,561,210,387,4266
13,3,2823,Bubendorf,1081,496,432,0,71,16,2183,2079,1264,1131,1437,430,1563,349,498,241,475,4262
1,4,171,Bauma,2074,1126,733,12,86,18,2133,2126,1214,1118,1381,546,1579,443,474,218,444,4259
1,4,197,Schwerzenbach,264,18,108,0,51,8,2110,2146,1012,1428,1389,427,1858,625,644,215,374,4256
17,5,3275,Sevelen,3034,1010,891,658,94,26,2161,2092,1181,1272,1384,416,1638,484,471,256,427,4253
19,3,4033,Mellingen,487,157,175,0,57,14,2162,2077,1110,1293,1458,378,1664,459,517,271,417,4239
22,1,5861,Rolle,272,18,97,0,78,13,2072,2163,1260,1148,1225,602,1617,586,467,237,327,4235
24,2,6455,Le Landeron,1031,454,425,0,70,0,2038,2189,1048,1166,1442,571,1800,602,582,225,391,4227
22,1,5646,Saint-Prex,551,43,303,0,115,16,2100,2110,983,1390,1384,453,1799,613,607,245,334,4210
19,3,4029,Gebenstorf,563,235,164,0,73,11,2158,2024,1001,1198,1515,468,1713,503,583,227,400,4182
1,4,83,Buchs (ZH),585,158,295,0,55,19,2136,2046,1094,1404,1392,292,1745,516,595,241,393,4182
1,4,10,Obfelden,754,169,410,0,78,9,2114,2068,1083,1197,1497,405,1625,419,531,232,443,4182
22,1,5414,Villeneuve (VD),3208,1717,151,678,54,56,2021,2159,1021,1121,1377,661,1810,652,536,278,344,4180
11,2,2579,Hagendorf,1392,818,370,20,94,10,1981,2197,984,1156,1410,628,1730,498,616,263,353,4178
1,4,111,Baretswil,2224,870,1142,0,90,5,2089,2083,1116,1141,1462,453,1605,408,595,223,379,4172
2,2,446,Tramelan,2483,794,923,539,102,8,1990,2175,926,1022,1289,928,1859,698,624,226,311,4165
13,3,2825,Fullinsdorf,462,154,183,0,70,13,2046,2118,810,1126,1528,700,1819,556,698,256,309,4164
20,5,4411,Egnach,1841,117,1470,0,135,16,2071,2082,1202,1072,1290,589,1469,358,465,188,458,4153
3,6,1148,Willisau Land,3771,929,2584,0,106,25,2074,2031,1172,1210,1142,581,1347,298,393,192,464,4105
21,7,5257,Morbio Inferiore,229,54,55,0,72,6,1934,2171,846,1169,1399,691,1661,449,536,329,347,4105
1,4,228,Turbenthal,2515,1444,873,0,88,6,2030,2061,1170,1084,1333,504,1513,398,451,238,426,4091
3,6,1140,Reiden,1118,448,528,0,74,16,2018,2072,1113,1145,1225,607,1517,436,433,217,431,4090
3,6,1107,Wolhusen,1430,466,829,0,61,8,2050,2036,1137,1211,1121,617,1440,375,417,206,442,4086
22,1,5643,Preverenges,185,8,70,0,67,10,1978,2100,928,1273,1481,396,1754,555,573,278,348,4078
1,4,176,Lindau,1200,409,566,0,78,22,2095,1977,1087,1173,1430,382,1512,377,508,221,406,4072
2,2,576,Grindelwald,17108,2730,908,4339,140,4,2002,2067,857,1305,1242,665,1751,679,579,194,299,4069
22,1,5888,Saint-Legier-La Chiesaz,1512,675,428,127,133,17,1978,2090,1026,1066,1436,540,1523,393,519,221,390,4068
15,5,3032,Heiden,748,229,394,0,79,8,1971,2092,1042,983,1330,708,1669,563,525,217,364,4063
17,5,3255,Rebstein,439,34,261,0,76,15,2001,2054,1113,1114,1280,548,1556,420,523,213,400,4055
1,4,229,Wiesendangen,961,247,530,0,93,2,1992,2037,999,1015,1400,615,1618,389,639,196,394,4029
19,3,4163,Frick,995,299,478,0,87,34,1969,2059,1034,1187,1284,523,1585,447,530,217,391,4028
17,5,3232,Balgach,650,129,367,0,94,18,1971,2053,1041,1177,1194,612,1539,422,511,218,388,4024
2,2,733,Brugg,499,161,159,0,66,28,1967,2044,824,1130,1377,680,1843,687,638,213,305,4011
2,2,321,Aarwangen,987,361,458,0,86,7,2017,1984,1043,1140,1322,496,1580,458,540,195,387,4001
2,2,540,Jegenstorf,747,148,474,0,76,5,1964,2035,934,1082,1475,508,1688,501,599,233,355,3999
20,5,4781,Wangi,1641,269,1161,0,93,12,2013,1956,1117,1095,1248,509,1448,341,471,190,446,3969
10,2,2096,Romont (FR),1089,146,759,0,67,34,1905,2059,998,1239,1190,537,1667,609,475,224,359,3964
2,2,955,Lutzelfluh,2691,665,1767,0,108,16,1940,2017,1007,1070,1239,641,1537,419,536,190,392,3957
1,4,178,Russikon,1430,534,735,0,97,4,2007,1945,1071,982,1440,459,1460,316,521,219,404,3952
17,5,3401,Degersheim,1446,527,771,0,79,7,1948,2004,1151,981,1228,592,1495,486,418,170,421,3952
8,5,1619,Nafels,3693,1388,362,965,80,24,1974,1973,949,1069,1237,692,1610,539,479,237,355,3947
17,5,3424,Oberburen,1770,361,1168,0,86,19,2008,1938,1196,1250,1143,357,1365,302,414,205,444,3946
7,6,1505,Ennetburgen,933,315,485,0,71,12,1994,1945,941,1056,1430,512,1583,475,519,215,374,3939
4,6,1206,Erstfeld,5912,1730,321,373,69,18,2003,1930,891,1025,1200,817,1596,490,549,220,337,3933
2,2,981,Niederbipp,1737,659,852,21,81,12,1944,1986,1002,1088,1200,640,1553,476,487,218,372,3930
5,6,1342,Galgenen,1329,528,651,23,68,13,2015,1912,1008,1194,1305,420,1554,448,510,189,407,3927
19,3,4252,Kaiseraugst,489,166,119,0,48,35,1904,2013,852,1136,1400,529,1708,527,649,240,292,3917
24,2,6407,Corcelles-Cormondreche,486,202,163,0,86,6,1869,2045,923,1035,1237,719,1688,565,579,217,327,3914
19,3,4276,Kolliken,891,387,311,0,94,7,1932,1978,970,1141,1223,576,1572,467,523,217,365,3910
14,5,2920,Thayngen,1044,335,499,0,72,22,1977,1929,886,984,1337,699,1637,513,584,199,341,3906
19,3,4323,Zurzach,652,284,167,0,75,20,1889,2010,926,986,1312,675,1653,574,514,233,332,3899
3,6,1008,Schupfheim,3826,1258,1963,336,100,14,1981,1916,1142,1106,997,652,1297,329,355,172,441,3897
1,4,3,Bonstetten,741,217,425,0,51,3,1957,1936,954,1248,1370,321,1591,414,579,230,368,3893
10,2,2265,Kerzers,1223,181,866,0,77,18,1941,1951,1087,1188,1178,439,1499,425,470,209,395,3892
17,5,3297,Vilters-Wangs,3273,1114,634,880,100,10,1933,1958,1112,1140,1234,405,1410,361,411,198,440,3891
18,5,3871,Klosters-Serneus,19313,3643,704,4192,126,4,1874,2016,821,1106,1310,653,1656,619,537,214,286,3890
4,6,1205,Burglen (UR),5301,1056,711,2022,51,10,1995,1883,1100,1104,1120,554,1390,353,388,218,431,3878
21,7,5108,Gordola,703,431,92,2,78,11,1886,1992,816,1060,1348,654,1652,546,502,289,315,3878
15,5,3023,Speicher,821,238,450,0,82,5,1906,1947,965,950,1395,543,1624,521,543,206,354,3853
19,3,4204,Niederlenz,330,94,108,0,79,10,1889,1957,994,1154,1205,493,1621,555,484,217,365,3846
2,2,929,Hilterfingen,282,131,29,0,89,0,1725,2096,681,877,1264,999,1811,772,607,181,251,3821
2,2,301,Aarberg,792,225,361,0,61,45,1829,1973,897,1148,1209,548,1599,516,551,196,336,3802
2,2,353,Bremgarten bei Bern,191,32,66,0,59,0,1807,1995,828,835,1474,665,1591,427,628,220,316,3802
17,5,3426,Zuzwil (SG),896,213,527,0,78,13,1900,1898,1166,1081,1236,315,1375,290,433,211,441,3798
1,4,251,Weiningen (ZH),537,206,176,0,59,8,1948,1843,875,1155,1308,453,1597,551,498,218,330,3791
1,4,14,Wettswil am Albis,379,89,160,0,69,10,1861,1923,815,961,1516,492,1598,394,651,238,315,3784
5,6,1321,Feusisberg,1749,720,853,0,62,7,1923,1856,881,1086,1340,472,1553,490,499,228,336,3779
11,2,2495,Niedergosgen,432,171,107,0,71,15,1897,1878,933,1067,1187,588,1497,430,487,212,368,3775
19,3,4206,Rupperswil,622,237,195,0,73,26,1856,1914,886,1056,1255,573,1526,468,504,207,347,3770
24,2,6506,Fleurier,774,408,143,84,67,8,1781,1980,945,920,1131,765,1609,597,492,210,310,3761
8,5,1622,Niederurnen,1411,647,325,199,55,28,1808,1933,991,1040,1084,626,1468,437,462,221,348,3741
19,3,4075,Rudolfstetten-Friedlisberg,491,137,240,0,63,9,1906,1832,858,1144,1359,377,1600,501,535,232,332,3738
1,4,89,Niederglatt,362,21,211,0,59,10,1859,1878,871,1217,1215,434,1601,494,568,218,321,3737
21,7,5001,Arbedo-Castione,2128,1651,66,100,61,38,1862,1867,827,1028,1380,494,1452,356,458,307,331,3729
1,4,9,Mettmenstetten,1302,249,890,0,85,4,1875,1849,1005,1050,1307,362,1415,373,458,205,379,3724
2,2,870,Kehrsatz,444,100,243,0,60,7,1826,1884,863,1030,1288,529,1497,394,567,216,320,3710
17,5,3313,Kaltbrunn,1867,624,888,148,83,10,1886,1808,1162,1064,1049,419,1336,386,341,185,424,3694
21,7,5210,Paradiso,89,32,3,0,29,0,1750,1944,625,1202,1235,632,1762,816,498,226,222,3694
23,1,6025,Vetroz,1045,199,518,4,80,25,1838,1853,973,1008,1231,479,1315,284,378,247,406,3691
2,2,587,Matten bei Interlaken,592,338,126,0,54,4,1773,1898,858,1060,1139,614,1566,539,498,231,298,3671
21,7,5141,Agno,249,58,62,0,64,11,1710,1945,702,1143,1276,534,1588,549,466,297,276,3655
2,2,552,Utzenstorf,1694,470,1045,0,90,25,1805,1844,901,1015,1161,572,1475,424,503,200,348,3649
19,3,4303,Bottstein,741,268,260,0,59,27,1852,1796,1005,966,1277,400,1392,343,441,215,393,3648
19,3,4047,Wurenlingen,938,463,274,0,86,30,1830,1817,996,1109,1120,422,1397,345,467,208,377,3647
19,3,4081,Widen,261,44,116,0,73,3,1789,1847,868,888,1442,438,1471,401,526,209,335,3636
2,2,561,Adelboden,8819,1591,757,2863,109,3,1815,1819,958,1063,1016,597,1416,478,429,171,338,3634
21,7,5266,Stabio,615,192,237,0,81,51,1782,1845,834,1136,1186,471,1447,410,383,311,343,3627
3,6,1065,Root,866,241,442,0,58,43,1853,1772,928,1211,1066,420,1432,427,452,198,355,3625
3,6,1069,Weggis,1180,459,425,119,107,1,1721,1895,748,999,1169,700,1412,458,562,155,237,3616
24,2,6457,Marin-Epagnier,335,43,123,0,59,24,1821,1790,838,990,1339,444,1497,470,465,246,316,3611
24,2,6402,Bevaix,1078,516,398,13,96,8,1795,1808,902,927,1224,550,1443,401,484,217,341,3603
2,2,337,Roggwil (BE),780,236,377,0,86,21,1793,1807,911,909,1124,656,1447,414,525,156,352,3600
23,1,6217,Saint-Maurice,703,301,154,0,72,26,1728,1868,878,969,1109,640,1376,438,429,203,306,3596
1,4,217,Elgg,1558,643,710,0,72,21,1812,1781,887,964,1179,563,1472,459,500,186,327,3593
2,2,544,Moosseedorf,634,229,263,0,56,11,1771,1813,843,1101,1301,339,1450,405,503,225,317,3584
17,5,3315,Schanis,3994,1652,1326,656,84,11,1798,1775,1081,993,1045,454,1265,326,362,166,411,3573
23,1,6156,Troistorrents,3698,1856,392,1044,138,3,1766,1801,944,1033,1127,463,1364,367,420,212,365,3567
